,Loss,Train Acc,Val Acc
0,0.4869926716792323,77.27348137091077,77.54629886718024
1,0.45195151673304657,78.26141130545783,78.8304700245933
2,0.44224790628585553,79.8941824663253,80.63271840413411
3,0.41877318353259135,80.59689417339507,80.72090210990301
4,0.4133060529776331,81.11359386027806,80.97994077773322
5,0.40611917387679336,81.51041929683988,81.75705712939066
6,0.40120427864086294,81.67576313397241,81.74603434214517
7,0.40012456546168007,81.93617984605214,81.64682794752575
8,0.3938885638564234,81.86590864544823,81.72949988501412
9,0.3920109085258215,82.1469934005586,82.4955934872703
10,0.394226903879335,82.15112699402704,81.85626367538694
11,0.3795909145736091,82.83317062211415,83.09083164305915
12,0.3817850918590372,82.44461239330353,82.69951763607207
13,0.3778843257875581,82.64715879304069,82.9695794771588
14,0.3799180733594334,82.51488360715291,83.21759513824705
15,0.3697960509379054,83.16385854993548,83.44356515672472
16,0.37843781190052156,82.53968517553238,82.66644888832455
17,0.37359479173559634,83.01504893719203,83.22861816769554
18,0.38499058163650923,82.35367324995616,82.93099909736996
19,0.3677519954120119,83.18866009560843,83.34435913297865
